,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,price,prediction_label,error
13687,planta 9,exterior,3,132.0,True,False,Cuzco-Castillejos,tetuan,715000,723800.0,-8800.0
9430,planta 3,exterior,1,68.0,True,True,Sanchinarro,hortaleza,329000,322573.6666666667,6426.333333333314
15734,planta 5,exterior,3,120.0,True,True,Los Ángeles,villaverde,290000,306773.14,-16773.140000000014
2517,planta 5,exterior,2,130.0,True,False,Recoletos,barrio de salamanca,1315000,1285850.0,29150.0
4227,planta 1,exterior,5,154.0,True,False,Chueca-Justicia,centro,949000,966737.5000000005,-17737.500000000466
8185,chalet,exterior,5,340.0,False,True,Peñagrande,fuencarral,1100000,1050830.0,49170.0
1987,planta 9,exterior,4,220.0,True,False,Castellana,barrio de salamanca,1900000,2000750.0,-100750.0
3775,planta 1,exterior,4,174.0,False,False,Malasaña-Universidad,centro,850000,815620.0,34380.0
3621,planta 2,exterior,3,72.0,False,False,Opañel,carabanchel,189000,165914.0,23086.0
9649,planta 6,exterior,3,106.0,True,False,Campamento,latina,249900,341735.96,-91835.96000000002
4211,planta 4,exterior,3,121.0,True,False,Huertas-Cortes,centro,725000,726170.5,-1170.5
15092,planta 5,exterior,2,89.0,True,True,Dúplex en Valdebernardo - Valderrivas,vicalvaro,465000,358812.3,106187.70000000001
8198,planta 5,exterior,2,119.0,True,False,Las Tablas,fuencarral,470000,487985.0,-17985.0
3080,planta 4,exterior,3,75.0,False,False,Opañel,carabanchel,169000,156752.01666666666,12247.983333333337
12245,bajo,exterior,3,91.0,False,False,Estrella,retiro,338000,367760.0,-29760.0
12683,planta 2,exterior,3,114.0,True,True,Rosas,san-blas,298900,343203.95,-44303.95000000001
9885,planta 3,exterior,2,82.0,True,False,Puerta del Ángel,latina,160000,205697.44363636363,-45697.443636363634
11764,bajo,exterior,2,52.0,False,False,Portazgo,puente-de-vallecas,137000,124231.4458874459,12768.554112554106
13612,planta 1,exterior,4,78.0,False,False,Valdeacederas,tetuan,239000,270390.5,-31390.5
14559,bajo,exterior,1,52.0,True,False,Pradolongo,usera,158600,155217.8,3382.2000000000116
11947,planta 3,exterior,3,47.0,False,False,Portazgo,puente-de-vallecas,112500,114145.6,-1645.6000000000058
10044,planta 3,exterior,3,51.0,False,False,Puerta del Ángel,latina,130000,128611.3,1388.699999999997
7419,planta 6,exterior,4,179.0,True,False,Costillares,ciudad lineal,639000,646466.7745460592,-7466.774546059198
3765,planta 1,interior,1,52.0,True,False,Huertas-Cortes,centro,270000,280868.0,-10868.0
8785,planta 2,exterior,1,47.0,True,False,Tres Olivos - Valverde,fuencarral,185000,182670.47,2329.529999999999
6779,bajo,exterior,2,330.0,True,False,Almagro,chamberi,1950000,2026319.2857142857,-76319.28571428568
5692,bajo,exterior,4,92.0,True,False,El Viso,chamartin,429000,495360.3333333334,-66360.33333333337
4181,planta 4,exterior,3,131.0,True,False,Sol,centro,695000,692379.8559523809,2620.1440476190764
4844,planta 2,exterior,5,380.0,True,False,El Viso,chamartin,2100000,3545790.0,-1445790.0
9251,planta 4,exterior,1,93.0,True,False,Virgen del Cortijo - Manoteras,hortaleza,319000,319196.0,-196.0
14026,planta 3,exterior,3,75.0,True,False,Cuatro Caminos,tetuan,330000,385539.8,-55539.79999999999
5516,planta 7,exterior,4,136.0,True,False,Castilla,chamartin,525000,551550.0,-26550.0
6069,planta 2,interior,3,67.0,True,False,Arapiles,chamberi,350000,320135.5,29864.5
15777,planta 3,exterior,3,55.0,False,False,Los Rosales,villaverde,91000,91347.5,-347.5
6720,bajo,interior,2,72.0,True,False,Nuevos Ministerios-Ríos Rosas,chamberi,349000,350620.0,-1620.0
2837,planta 2,exterior,2,67.0,False,False,Puerta Bonita,carabanchel,129000,132345.9422799423,-3345.9422799423046
15691,planta 2,exterior,3,66.0,False,False,Los Ángeles,villaverde,123000,124525.7,-1525.699999999997
995,planta 4,exterior,2,75.0,True,True,Recoletos,barrio de salamanca,995000,946116.0,48884.0
9980,bajo,exterior,3,65.0,False,False,Águilas,latina,165000,161363.995,3636.0050000000047
4568,planta 1,exterior,1,64.0,False,False,Palacio,centro,365000,364942.4,57.59999999997672
5471,planta 1,exterior,2,77.0,True,True,Prosperidad,chamartin,445401,445169.7333333333,231.266666666721
11367,planta 2,exterior,3,75.0,False,False,Entrevías,puente-de-vallecas,133500,137757.66666666666,-4257.666666666657
12652,planta 2,exterior,1,137.0,True,True,Dúplex en Rejas,san-blas,360000,615476.79,-255476.79000000004
4759,planta 1,exterior,2,114.0,True,False,Palacio,centro,597900,591119.0,6781.0
8854,chalet,exterior,6,750.0,False,True,Chalet pareado en Conde Orgaz-Piovera,hortaleza,3100000,2915870.0,184130.0
10696,planta 3,exterior,3,125.0,True,False,Argüelles,moncloa,659000,669602.3333333334,-10602.333333333372
7581,planta 14,exterior,4,265.0,True,True,San Pascual,ciudad lineal,870000,1002126.0,-132126.0
2203,planta 3,exterior,3,194.0,True,True,Goya,barrio de salamanca,3000000,2239904.0,760096.0
10148,planta 1,exterior,3,85.0,True,False,Águilas,latina,175000,188790.0,-13790.0
15514,planta 3,exterior,3,60.0,False,False,Villaverde Alto,villaverde,120000,121171.60775335778,-1171.6077533577773
7039,planta 4,exterior,3,99.0,False,False,Pueblo Nuevo,ciudad lineal,209900,231776.85,-21876.850000000006
7886,planta 1,exterior,3,59.0,False,False,Pueblo Nuevo,ciudad lineal,145950,154173.0,-8223.0
8125,planta 6,exterior,5,232.0,True,True,Mirasierra,fuencarral,1100000,1145829.0,-45829.0
2168,planta 3,exterior,3,134.0,True,False,Lista,barrio de salamanca,820000,820750.0,-750.0
6750,planta 1,exterior,2,151.0,True,True,Trafalgar,chamberi,1140000,1166580.0,-26580.0
15572,planta 1,exterior,2,65.0,False,False,Villaverde Alto,villaverde,112500,120700.2335,-8200.233500000002
13282,planta 2,exterior,4,161.0,True,True,Cuzco-Castillejos,tetuan,680000,749690.14,-69690.14000000001
15888,bajo,exterior,1,45.0,False,False,Villaverde Alto,villaverde,96000,85860.16666666669,10139.833333333314
9096,planta 1,exterior,2,93.0,True,False,Sanchinarro,hortaleza,480000,441310.0,38690.0
1888,bajo,exterior,2,60.0,True,False,Goya,barrio de salamanca,320000,335610.9416666667,-15610.94166666671
12731,planta 1,exterior,3,105.0,True,False,Rejas,san-blas,339999,355430.8682261905,-15431.868226190505
7055,planta 1,exterior,3,68.0,True,False,Pueblo Nuevo,ciudad lineal,164000,208157.3333333333,-44157.333333333314
13547,bajo,exterior,2,55.0,False,False,Berruguete,tetuan,189000,181421.98,7578.0199999999895
8595,planta 2,exterior,1,66.0,True,True,Las Tablas,fuencarral,325000,333991.1066666667,-8991.106666666688
9707,bajo,exterior,2,62.0,True,False,Aluche,latina,169000,164454.0,4546.0
11115,planta 2,exterior,3,89.0,True,False,Fontarrón,moratalaz,239000,206404.71333333332,32595.28666666668
5678,planta 4,exterior,1,130.0,True,True,El Viso,chamartin,900000,998724.0,-98724.0
2922,planta 3,exterior,3,85.0,True,False,Vista Alegre,carabanchel,230000,209217.98,20782.01999999999
6589,planta 3,exterior,4,289.0,True,True,Almagro,chamberi,1690000,1797470.0,-107470.0
3763,planta 1,exterior,4,380.0,True,True,Huertas-Cortes,centro,1800000,1835500.0,-35500.0
1362,planta 1,exterior,3,94.0,True,False,Castellana,barrio de salamanca,725000,718150.2142857143,6849.785714285681
642,planta 3,exterior,2,104.0,True,True,Campo de las Naciones-Corralejos,barajas,485000,466181.5,18818.5
2594,planta 6,interior,1,50.0,True,False,Recoletos,barrio de salamanca,530000,492825.0,37175.0
14631,planta 4,exterior,3,80.0,False,False,Almendrales,usera,145000,149739.13333333333,-4739.133333333331
13995,bajo,exterior,1,64.0,True,False,Valdeacederas,tetuan,245000,215173.53999999992,29826.46000000008
14552,planta 3,exterior,4,116.0,False,True,Almendrales,usera,249000,249326.0,-326.0
8491,bajo,exterior,2,48.0,False,False,Tres Olivos - Valverde,fuencarral,126000,136837.60666666666,-10837.60666666666
4284,planta 4,exterior,2,52.0,True,False,Malasaña-Universidad,centro,459000,416800.0,42200.0
12993,planta 4,exterior,3,80.0,False,False,Rejas,san-blas,149999,231504.83,-81505.82999999999
3113,planta 6,exterior,1,49.0,True,False,Opañel,carabanchel,140000,147345.48,-7345.4800000000105
8561,planta 3,exterior,3,72.0,True,False,Pilar,fuencarral,239000,242919.0,-3919.0
5344,planta 2,exterior,5,197.0,True,False,El Viso,chamartin,875000,1103316.36,-228316.3600000001
10572,planta 2,exterior,2,71.0,False,False,Valdezarza,moncloa,198000,209455.995,-11455.994999999995
13345,planta 1,exterior,2,59.0,False,False,Berruguete,tetuan,156650,161381.47,-4731.470000000001
14093,planta 1,exterior,3,75.0,False,False,Bellas Vistas,tetuan,250000,251420.0,-1420.0
15355,planta 1,exterior,2,52.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,130000,133036.58333333334,-3036.583333333343
3674,planta 1,exterior,1,52.0,False,False,Puerta Bonita,carabanchel,129000,127461.16,1538.8399999999965
6327,planta 1,exterior,6,260.0,True,False,Dúplex en Vallehermoso,chamberi,880000,973869.99,-93869.98999999999
10741,planta 1,exterior,3,78.0,True,False,Argüelles,moncloa,405000,402775.9209999999,2224.079000000085
14234,planta 2,exterior,2,65.0,False,False,Bellas Vistas,tetuan,255000,246382.33333333337,8617.666666666628
13950,planta 4,exterior,2,96.0,True,True,Cuatro Caminos,tetuan,470000,474800.7,-4800.700000000012
14191,planta 2,exterior,1,63.0,True,False,Berruguete,tetuan,219000,215743.0,3257.0
7868,planta 1,exterior,4,148.0,True,True,San Pascual,ciudad lineal,580000,616040.0,-36040.0
785,planta 1,exterior,4,125.0,False,False,Casco Histórico de Barajas,barajas,300000,301984.99,-1984.9899999999907
8901,planta 6,exterior,3,82.0,True,False,Pinar del Rey,hortaleza,329000,290250.49,38749.51000000001
3805,planta 4,exterior,2,52.0,True,False,Malasaña-Universidad,centro,459000,416800.0,42200.0
11268,planta 4,exterior,3,71.0,True,False,Numancia,puente-de-vallecas,179000,178057.36,942.640000000014
12381,planta 1,exterior,3,100.0,True,False,Niño Jesús,retiro,495000,507390.0,-12390.0
2604,planta 4,exterior,4,400.0,True,False,Recoletos,barrio de salamanca,4500000,4417490.0,82510.0
3754,planta 3,exterior,3,195.0,True,False,Chueca-Justicia,centro,1880000,1700390.0,179610.0
10556,planta 2,exterior,2,109.0,True,False,Aravaca,moncloa,395700,448514.72,-52814.71999999997
8889,planta 2,exterior,2,108.0,True,False,Virgen del Cortijo - Manoteras,hortaleza,498000,434106.96200000006,63893.03799999994
8360,planta 5,exterior,3,113.0,True,True,Las Tablas,fuencarral,590000,565262.77,24737.22999999998
8269,planta 2,exterior,3,79.0,False,False,Peñagrande,fuencarral,250000,262551.95,-12551.950000000012
8822,bajo,exterior,2,71.0,False,False,Peñagrande,fuencarral,105000,174190.0,-69190.0
3525,planta 2,exterior,3,69.0,False,False,Puerta Bonita,carabanchel,165000,158942.5,6057.5
8158,planta 5,exterior,2,112.0,True,True,Las Tablas,fuencarral,667000,555660.0,111340.0
948,planta 1,exterior,6,400.0,True,True,Castellana,barrio de salamanca,2200000,2726610.0,-526610.0
8221,planta 3,exterior,5,141.0,True,False,Peñagrande,fuencarral,425000,507110.0,-82110.0
15395,planta 1,exterior,2,65.0,True,False,Casco Histórico de Vallecas,villa-de-vallecas,170000,167080.0,2920.0
6505,planta 1,exterior,1,80.0,True,True,Vallehermoso,chamberi,450000,482466.0,-32466.0
15232,planta 3,exterior,3,115.0,True,True,Ensanche de Vallecas - La Gavia,villa-de-vallecas,335000,334665.0,335.0
13967,planta 2,exterior,3,61.0,False,False,Berruguete,tetuan,195000,191138.13333333336,3861.8666666666395
9477,planta 1,exterior,6,339.0,True,True,Pinar del Rey,hortaleza,1135000,1022469.97,112530.03000000003
3332,bajo,exterior,2,72.0,True,False,Puerta Bonita,carabanchel,160000,180530.0,-20530.0
434,planta 1,exterior,3,97.0,True,False,Chopera,Arganzuela,390000,323415.38,66584.62
5538,planta 2,exterior,3,84.0,False,False,Prosperidad,chamartin,440000,397082.66666666674,42917.333333333256
7081,planta 1,exterior,5,342.0,True,True,San Juan Bautista,ciudad lineal,1250000,1300770.0,-50770.0
2538,planta 5,exterior,2,131.0,True,True,Guindalera,barrio de salamanca,725000,720910.7738095239,4089.2261904760962
8812,planta 1,exterior,1,43.0,False,False,Tres Olivos - Valverde,fuencarral,137000,147424.25,-10424.25
14200,planta 4,exterior,1,52.0,True,False,Berruguete,tetuan,260000,233120.0,26880.0
12386,planta 14,exterior,4,150.0,True,True,Estrella,retiro,625000,675613.73,-50613.72999999998
1922,planta 3,exterior,2,111.0,True,False,Guindalera,barrio de salamanca,472500,482895.0,-10395.0
5621,planta 13,exterior,3,120.0,True,False,Bernabéu-Hispanoamérica,chamartin,775000,765080.0,9920.0
2153,semi-sotano,exterior,2,90.0,True,False,Goya,barrio de salamanca,398000,456189.33333333326,-58189.333333333256
13023,bajo,exterior,3,57.0,False,False,Hellín,san-blas,140000,167127.966,-27127.965999999986
4168,planta 1,exterior,4,150.0,True,False,Malasaña-Universidad,centro,549900,632552.3333333334,-82652.33333333337
15274,planta 3,exterior,3,63.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,99000,112802.24121645022,-13802.241216450217
10955,chalet,exterior,6,1.055,False,True,Aravaca,moncloa,3200000,3181053.0,18947.0
2544,planta 3,interior,3,124.0,True,False,Guindalera,barrio de salamanca,700000,683350.0,16650.0
4752,planta 1,exterior,1,60.0,True,False,Huertas-Cortes,centro,480000,472347.5,7652.5
4974,planta 2,exterior,3,85.0,False,False,Prosperidad,chamartin,349900,366749.0,-16849.0
15353,planta 1,exterior,3,71.0,True,False,Casco Histórico de Vallecas,villa-de-vallecas,170000,170898.7333333333,-898.7333333333081
12056,planta 1,exterior,2,157.0,True,False,Jerónimos,retiro,1500000,1366760.0,133240.0
4439,bajo,exterior,3,68.0,False,False,Lavapiés-Embajadores,centro,225000,238202.62,-13202.619999999995
4810,planta 3,exterior,2,107.0,True,False,El Viso,chamartin,695000,702731.4285714286,-7731.428571428638
2969,planta 2,exterior,3,64.0,False,False,San Isidro,carabanchel,153000,147708.0,5292.0
9832,planta 2,exterior,3,87.0,True,False,Lucero,latina,180000,199304.98,-19304.98000000001
4404,planta 3,exterior,6,141.0,True,False,Huertas-Cortes,centro,685000,687190.0,-2190.0
4110,planta 3,exterior,2,82.0,False,False,Huertas-Cortes,centro,399000,399000.0,0.0
4698,planta 5,exterior,1,57.0,False,False,Sol,centro,355000,344225.0,10775.0
14917,planta 4,exterior,2,70.0,True,False,Ambroz,vicalvaro,162000,191272.0,-29272.0
13340,planta 1,exterior,6,240.0,True,False,Cuzco-Castillejos,tetuan,870000,940000.0,-70000.0
2513,planta 4,exterior,3,255.0,True,False,Castellana,barrio de salamanca,1500000,1784550.0,-284550.0
961,planta 6,exterior,2,212.0,True,False,Dúplex en Goya,barrio de salamanca,1625000,1603000.0,22000.0
15930,bajo,exterior,1,46.0,False,False,Villaverde Alto,villaverde,78500,76993.16666666666,1506.833333333343
166,planta 4,exterior,4,136.0,True,False,Palos de Moguer,Arganzuela,525000,525908.0,-908.0
2835,planta 1,exterior,2,75.0,False,False,San Isidro,carabanchel,168000,162964.67138743613,5035.32861256387
7008,planta 10,exterior,4,152.0,True,True,San Pascual,ciudad lineal,850000,748180.0,101820.0
10619,entreplanta,exterior,2,69.0,False,False,Aravaca,moncloa,235000,256437.0,-21437.0
9318,chalet,exterior,4,140.0,False,False,Apóstol Santiago,hortaleza,390000,481817.14285714284,-91817.14285714284
6710,planta 6,exterior,5,244.0,True,True,Vallehermoso,chamberi,960000,989694.0476190478,-29694.047619047808
6679,planta 2,exterior,4,157.0,True,False,Vallehermoso,chamberi,750000,777828.3333333335,-27828.33333333349
7974,entreplanta,exterior,2,78.0,True,False,Pueblo Nuevo,ciudad lineal,247200,230217.2666666667,16982.733333333308
11599,planta 3,exterior,2,52.0,False,False,Portazgo,puente-de-vallecas,118200,120759.0,-2559.0
1440,planta 7,exterior,4,129.0,True,False,Goya,barrio de salamanca,800000,829620.0,-29620.0
10,bajo,interior,3,139.0,False,False,Acacias,Arganzuela,429900,435097.99,-5197.989999999991
209,planta 4,interior,2,34.0,False,False,Palos de Moguer,Arganzuela,130000,134750.0,-4750.0
3950,planta 1,interior,4,118.0,True,False,Lavapiés-Embajadores,centro,650000,575566.6,74433.40000000002
5877,bajo,exterior,2,64.0,True,False,Arapiles,chamberi,360000,320986.49,39013.51000000001
3285,planta 4,exterior,3,92.0,False,False,Puerta Bonita,carabanchel,160500,161151.0,-651.0
3801,planta 1,exterior,3,274.0,False,False,Malasaña-Universidad,centro,995000,1144886.0,-149886.0
14028,planta 6,exterior,4,125.0,True,False,Berruguete,tetuan,409000,446226.5,-37226.5
13889,planta 2,exterior,1,53.0,True,False,Bellas Vistas,tetuan,285000,240832.5,44167.5
2895,planta 4,exterior,2,67.0,False,False,Vista Alegre,carabanchel,140000,126624.66666666666,13375.333333333343
1000,planta 2,exterior,4,229.0,True,False,Recoletos,barrio de salamanca,2800000,2478600.0,321400.0
8953,planta 5,exterior,3,113.0,True,True,Sanchinarro,hortaleza,556000,547660.0,8340.0
5761,planta 1,exterior,4,159.0,True,True,Castilla,chamartin,638000,677960.0,-39960.0
2933,planta 2,exterior,2,85.0,True,False,Opañel,carabanchel,265000,266138.94,-1138.9400000000023
15677,planta 5,exterior,2,76.0,False,False,San Cristóbal,villaverde,91500,93341.0,-1841.0
15016,bajo,exterior,3,60.0,False,False,Ambroz,vicalvaro,109000,133756.13,-24756.130000000005
8963,chalet,exterior,5,422.0,False,True,Chalet pareado en Conde Orgaz-Piovera,hortaleza,1690000,1940360.0,-250360.0
5376,planta 9,exterior,6,459.0,True,False,Ático en El Viso,chamartin,2300000,2837670.0,-537670.0
8669,planta 3,exterior,2,113.0,True,True,Las Tablas,fuencarral,430000,464579.0,-34579.0
3567,planta 5,exterior,3,77.0,True,False,Abrantes,carabanchel,158000,234654.0,-76654.0
4588,bajo,exterior,1,55.0,False,False,Palacio,centro,218000,245376.97,-27376.97
12962,planta 4,exterior,1,50.0,True,False,Simancas,san-blas,178900,212269.04285714283,-33369.042857142835
19,planta 4,exterior,2,110.0,True,True,Palos de Moguer,Arganzuela,585000,493657.25,91342.75
3301,planta 2,exterior,3,80.0,False,False,Opañel,carabanchel,208000,183456.6666666667,24543.333333333314
12206,planta 3,exterior,4,145.0,True,False,Jerónimos,retiro,723550,754076.6666666667,-30526.666666666744
643,planta 2,exterior,3,99.0,True,True,Alameda de Osuna,barajas,355000,388314.9,-33314.90000000002
5618,planta 3,exterior,3,77.0,False,False,Prosperidad,chamartin,329000,332239.0,-3239.0
1720,planta 5,exterior,3,210.0,True,False,Castellana,barrio de salamanca,1560000,1587466.6666666665,-27466.66666666651
14488,planta 4,exterior,3,111.0,True,False,Pradolongo,usera,189000,201745.97,-12745.970000000001
9895,planta 1,exterior,3,63.0,False,False,Los Cármenes,latina,134000,143944.57,-9944.570000000007
12822,planta 1,exterior,3,115.0,True,True,Rosas,san-blas,395000,387641.0,7359.0
1255,planta 5,exterior,1,52.0,False,False,Recoletos,barrio de salamanca,260000,339339.0,-79339.0
3489,planta 2,exterior,3,94.0,True,False,Abrantes,carabanchel,100500,189829.99,-89329.98999999999
3731,planta 1,exterior,3,180.0,True,False,Malasaña-Universidad,centro,950000,884536.0,65464.0
11677,bajo,exterior,1,51.0,True,False,Entrevías,puente-de-vallecas,105000,104415.0,585.0
200,planta 1,exterior,3,85.0,True,False,Delicias,Arganzuela,315000,332410.0,-17410.0
3808,planta 2,exterior,1,40.0,False,False,Lavapiés-Embajadores,centro,214000,197648.47619047618,16351.523809523816
13268,planta 2,exterior,5,359.0,True,True,Cuatro Caminos,tetuan,1495000,1505400.0,-10400.0
9681,planta 2,exterior,4,118.0,True,False,Puerta del Ángel,latina,308000,251063.5,56936.5
10206,planta 3,exterior,3,51.0,False,False,Puerta del Ángel,latina,130000,128611.3,1388.699999999997
11775,bajo,exterior,3,96.0,True,False,Palomeras sureste,puente-de-vallecas,163000,174849.0,-11849.0
13816,planta 9,exterior,3,140.0,True,False,Cuzco-Castillejos,tetuan,715000,724649.0,-9649.0
1788,planta 1,exterior,2,65.0,False,False,Recoletos,barrio de salamanca,420000,465109.95,-45109.95000000001
7939,planta 1,exterior,2,76.0,True,True,Quintana,ciudad lineal,372000,355697.34,16302.659999999974
5920,planta 7,exterior,4,202.0,True,False,Arapiles,chamberi,1095000,1072310.0,22690.0
14309,planta 4,exterior,4,170.0,True,True,Cuatro Caminos,tetuan,860000,855512.0,4488.0
5852,planta 1,exterior,3,85.0,True,False,Prosperidad,chamartin,450000,449106.99,893.0100000000093
15459,planta 3,exterior,2,80.0,True,True,Ensanche de Vallecas - La Gavia,villa-de-vallecas,290000,269567.0,20433.0
10767,casa,exterior,6,631.0,False,True,El Plantío,moncloa,3300000,2970110.0,329890.0
15842,bajo,exterior,2,80.0,True,True,Villaverde Alto,villaverde,152000,156180.0,-4180.0
12,planta 2,exterior,3,85.0,True,False,Delicias,Arganzuela,299000,294082.1166666667,4917.883333333302
5547,casa,exterior,4,440.0,False,False,Chalet pareado en El Viso,chamartin,3900000,3827600.0,72400.0
9949,planta 3,exterior,3,108.0,True,False,Los Cármenes,latina,339200,341190.99,-1990.9899999999907
12846,planta 4,exterior,2,52.0,False,False,Arcos,san-blas,125000,134259.99,-9259.98999999999
11576,planta 4,exterior,4,83.0,True,False,Numancia,puente-de-vallecas,165000,174249.0,-9249.0
3856,planta 3,exterior,2,110.0,True,False,Palacio,centro,570000,569800.0,200.0
15242,planta 6,exterior,2,77.0,True,True,Ensanche de Vallecas - La Gavia,villa-de-vallecas,295000,285395.5,9604.5
5937,planta 2,exterior,7,303.0,True,False,Trafalgar,chamberi,1250000,1535800.0,-285800.0
11262,bajo,exterior,3,68.0,False,False,Entrevías,puente-de-vallecas,124900,129546.445,-4646.445000000007
8150,planta 6,exterior,1,62.0,True,True,Peñagrande,fuencarral,340000,358255.0,-18255.0
12924,planta 2,exterior,4,80.0,True,False,Hellín,san-blas,160000,238175.475,-78175.475
11068,planta 4,exterior,2,65.0,False,False,Vinateros,moratalaz,197000,196278.56666666665,721.4333333333489
4276,planta 3,interior,1,41.0,False,False,Palacio,centro,157000,157000.0,0.0
5580,planta 2,exterior,5,258.0,True,False,El Viso,chamartin,1600000,2090143.333333333,-490143.333333333
13718,planta 1,exterior,2,67.0,True,False,Berruguete,tetuan,317000,264031.5,52968.5
9460,planta 4,exterior,3,90.0,True,True,Apóstol Santiago,hortaleza,275000,336550.0,-61550.0
3168,bajo,exterior,2,53.0,True,False,San Isidro,carabanchel,115000,126781.78,-11781.779999999999
4613,planta 2,exterior,2,72.0,True,False,Malasaña-Universidad,centro,498000,411282.0,86718.0
3653,planta 1,exterior,1,51.0,True,False,Vista Alegre,carabanchel,159000,157565.89,1434.109999999986
8782,bajo,exterior,4,155.0,False,False,Peñagrande,fuencarral,305000,413518.5,-108518.5
3237,bajo,exterior,3,80.0,False,False,Comillas,carabanchel,226000,159794.46333333335,66205.53666666665
7670,planta 3,exterior,3,117.0,True,False,Quintana,ciudad lineal,450000,422802.58,27197.419999999984
9520,planta 6,exterior,1,50.0,True,False,Pinar del Rey,hortaleza,159000,166145.75714285715,-7145.757142857154
7170,planta 1,exterior,2,93.0,True,False,Ventas,ciudad lineal,278000,286934.92,-8934.919999999984
11433,planta 1,exterior,3,80.0,False,False,Numancia,puente-de-vallecas,165000,156686.0,8314.0
609,bajo,exterior,3,93.0,True,False,Legazpi,Arganzuela,320000,345135.0,-25135.0
10698,chalet,exterior,6,358.0,False,True,El Plantío,moncloa,849000,1209250.0,-360250.0
11328,planta 3,exterior,2,51.0,False,False,Portazgo,puente-de-vallecas,121800,118996.2,2803.800000000003
4424,planta 1,exterior,8,254.0,False,False,Huertas-Cortes,centro,1050000,1081936.5,-31936.5
10918,planta 3,exterior,3,97.0,True,True,Valdezarza,moncloa,300000,342830.0,-42830.0
11202,planta 1,exterior,3,90.0,False,False,Palomeras Bajas,puente-de-vallecas,195000,177550.3,17449.70000000001
14860,planta 3,exterior,3,119.0,True,True,El Cañaveral,vicalvaro,353900,355492.0,-1592.0
8863,bajo,exterior,4,125.0,True,False,Pinar del Rey,hortaleza,325000,311072.44,13927.559999999998
12137,planta 2,exterior,3,83.0,True,False,Niño Jesús,retiro,615000,534547.95,80452.05000000005
6950,planta 7,interior,4,101.0,True,False,Trafalgar,chamberi,698000,669858.0,28142.0
11516,bajo,exterior,2,53.0,True,True,San Diego,puente-de-vallecas,239000,249700.0,-10700.0
254,bajo,interior,1,60.0,True,False,Acacias,Arganzuela,240000,231976.6666666667,8023.333333333314
4109,planta 1,exterior,3,83.0,True,False,Palacio,centro,359000,375201.45,-16201.450000000012
11479,bajo,exterior,1,51.0,True,False,Entrevías,puente-de-vallecas,105000,104415.0,585.0
13075,planta 2,exterior,3,64.0,False,False,Hellín,san-blas,120000,183861.75,-63861.75
11736,planta 5,exterior,3,59.0,False,False,Portazgo,puente-de-vallecas,97000,101392.125,-4392.125
3640,planta 2,exterior,1,59.0,True,False,Vista Alegre,carabanchel,135000,150897.195,-15897.195000000007
2879,planta 2,exterior,2,114.0,True,True,San Isidro,carabanchel,285000,291244.6666666667,-6244.666666666686
8477,planta 8,exterior,2,57.0,True,False,Pilar,fuencarral,269000,204330.57142857142,64669.42857142858
2474,planta 3,exterior,3,160.0,True,False,Lista,barrio de salamanca,970000,985250.0,-15250.0
9791,planta 16,exterior,4,140.0,True,False,Puerta del Ángel,latina,890000,566689.5,323310.5
9436,planta 1,exterior,1,67.0,True,False,Sanchinarro,hortaleza,250000,250270.0,-270.0
